ID|Nombre de la Unidad Económica|Razón social|Código de la clase de actividad SCIAN|Descripcion estrato personal ocupado|Tipo de establecimiento|Correo electrónico|Sitio en Internet|Fecha de incorporación al DENUE
6180513|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180514|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180515|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180516|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180517|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180518|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180519|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180520|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180521|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180522|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180523|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180524|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180525|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180526|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180527|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180528|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180529|PESCA DE CAMARÓN||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180530|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180531|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180534|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180535|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180536|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180537|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180538|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180539|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180540|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180541|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180542|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180543|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180544|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180545|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180546|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180548|SOCIEDAD COOPERATIVA DE PRODUCCIÓN PESQUERA EL PORVENIR DE CENTLA|SOCIEDAD COOPERATIVA DE PRODUCCIÓN PESQUERA EL PORVENIR DE CENTLA S.C. DE RL, DE C.V.|114119|11 a 30 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6180549|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180550|SCPP RIVERA ALTA TERCERA SECC S. DE R.L. DE C.V.|SCPP RIVERA ALTA TERCERA SECC, S.R.L. DE C.V.|114119|101 a 250 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180551|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180552|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180553|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180554|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180556|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180557|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180558|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180559|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180560|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180561|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180563|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180564|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180567|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180568|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180569|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180570|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180571|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180572|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180573|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180574|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180575|BALERIANO MAY MAY||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180576|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180577|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180578|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180579|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180580|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180581|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180582|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180583|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180584|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180585|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180586|PESCADERIA EL ROBALO||114119|11 a 30 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180587|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180588|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180589|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180590|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180591|PESCA DE CAMARÓN||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180592|PISCICULTURA Y OTRA ACUICULTURA, EXCEPTO CAMARONICULTURA||112512|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180593|PESCA DE CAMARÓN||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180594|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180595|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180596|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|11 a 30 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180597|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180598|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180599|ALCIDEZ PEREZ||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180600|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180601|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180602|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180603|PESCA DE CAMARÓN||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180604|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180605|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180606|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180607|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180608|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180609|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180610|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180612|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180613|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114112|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180614|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180615|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180616|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180617|SCPP BUENOS AIRES|SCPP BUENOS AIRES|114119|6 a 10 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180618|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180619|SOCIEDAD COOPERATIVA LA ISLA CORONEL TRACONI|SOCIEDAD COOPERATIVA LA ISLA CORONEL TRACONI S.C. DE RL, DE C.V.|114119|31 a 50 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180620|PISCICULTURA Y OTRA ACUICULTURA, EXCEPTO CAMARONICULTURA||112512|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180622|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180623|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180624|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180625|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180626|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180627|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180628|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180629|PESCA DE CAMARÓN||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180630|ARCADIO DE LA CRUZ SALVADOR||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180631|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180632|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6180633|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180634|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180635|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180636|ARQUIMIDES MAY MAY||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180637|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180638|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180639|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180640|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180641|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180642|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180643|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180644|PISCICULTURA Y OTRA ACUICULTURA, EXCEPTO CAMARONICULTURA||112512|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180645|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180646|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180647|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6180648|BALDEMAR MAGAÑA BAUTISTA||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6180649|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180650|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180651|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180652|PESCA DE CAMARÓN||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180653|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180654|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180655|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180656|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180657|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180658|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180659|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180660|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180661|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|dic-14
6180662|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180663|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180664|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180665|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180666|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180667|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|6 a 10 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180668|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|6 a 10 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6180669|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
