ID|Nombre de la Unidad Económica|Razón social|Código de la clase de actividad SCIAN|Descripcion estrato personal ocupado|Correo electrónico|Sitio en Internet|Fecha de incorporación al DENUE|Tipo de establecimiento|id_direccion
6189259|MATERIAS PRIMAS MONTERREY, S. DE R.L. DE C.V. PLANTA JALTIPAN|MATERIAS PRIMAS MONTERREY, S. DE R.L. DE C.V. PLANTA JALTIPAN|212324|0 a 5 personas||WWW.GMP.COM.MX|mar-11|Fijo|3048
6189260|BARAMIN DEL SURESTE, S.A. DE C.V.|BARAMIN DEL SURESTE, S.A. DE C.V.|212393|0 a 5 personas|||jul-10|Fijo|3049
6189263|TRITURADOS PREDECO|PREDECO, S.A. DE C.V.|212321|0 a 5 personas|PREDECO@PRODIGY.NET.MX||jul-10|Fijo|3050
6189264|MARMOLES VELASCO|MARMOLES VELASCO, S.A. DE C.V.|212312|0 a 5 personas|||mar-11|Fijo|3051
6189265|TRITURADOS Y PREMEZCLADOS DE AGS, S.A. DE C.V.|TRITURADOS Y PREMESCLADOS DE AGUASCALIENTES, S.A. DE C.V.|212321|11 a 30 personas|TRIPRESA@YAHOO.COM.MX||dic-14|Fijo|3052
6189266|AGREGADOS PARA LA CONSTRUCCION EL SEIS|AGREGADOS PARA LA CONSTRUCCION EL SEIS SA DE CV|212321|0 a 5 personas|AGREGADOSSEIS@HOTMAIL.COM||jul-10|Fijo|3053
6189267|TRITURADOS DE COLIMA|TRITURADOS DE COLIMA SA DE CV|212321|0 a 5 personas|TRITURADOS.COLIMA@HOTMAIL.COM||mar-11|Fijo|3054
6189268|OPERADORA MINERA JOV SA DE CV|OPERADORA MINERA JOV SA DE CV|212321|6 a 10 personas|MINERAJOV@HOTMAIL.COM||mar-11|Fijo|3055
6189269|OFICINA ADMINISTRATIVA|SAL BLANCA DE COLIMA, S.A. DE C.V.|212391|0 a 5 personas|||mar-11|Fijo|3056
6189270|BODEGAS DE SALINEROS EL ABUELO||212391|0 a 5 personas|||mar-11|Fijo|3057
6189271|AGREGADOS Y SERVICIOS RÍO SECO S.A. DE C.V.|AGREGADOS Y SERVICIOS RÍO SECO, S.A. DE C.V.|212321|0 a 5 personas|ASERISECOLIMA@HOTMAIL.COM||dic-14|Fijo|3058
6189272|OFICINA ADMINISTRATIVA DESARROLLO MINERO UNIFICADO DE MÉXICO|DESARROLLO MINERO UNIFICADO DE MEXICO, S.A. DE C.V.|212210|51 a 100 personas|||dic-14|Fijo|3059
6189273|OFICINA ADMINISTRATIVA DE NEU MINERALS S. DE R.L. DE C.V.|NEU MINERALS, S. DE R.L. DE C.V.|212210|0 a 5 personas|||dic-14|Fijo|3060
6189274|OFICINA ADMINISTRATIVA DALOU|MINING COMPANY DALOU, S.A. DE C.V.|212210|6 a 10 personas|||dic-14|Fijo|3061
6189275|MINERÍA DE HIERRO|JINLONG DONGLI MINERA INTERNATIONAL, S.A. DE C.V.|212210|6 a 10 personas|||dic-14|Fijo|3062
6189276|OFICINA ADMINISTRATIVA MINA EL PESAR|MINERA DEL NORTE, S.A. DE C.V.|212210|0 a 5 personas|MINOJA@PRODIGY.NET.MX||dic-14|Fijo|3063
6189277|OFICINA ADMINISTRATIVA SUNJU MINING|SUNJU MINING RESOURCES, S.A. DE C.V.|212210|11 a 30 personas|||dic-14|Fijo|3064
6189278|OFICINA ADMINISTRATIVA PACIFIC MINERALS AND METALS S.A.P.I. DE C.V.|PACIFIC MINERALS AND METALS MEXICO, S.A.P.I. DE C.V.|212210|0 a 5 personas|||dic-14|Fijo|3065
6189279|OFICINA ADMINISTRATIVA GRUPO MINERO PHILOUS|GRUPO MINERO PHILOUS DE MEXICO, S.A. DE C.V.|212210|6 a 10 personas|||dic-14|Fijo|3066
6189280|OFICINA ADMINISTRATIVA MINTOR|MINTOR, S.A. DE C.V.|212210|0 a 5 personas|||dic-14|Fijo|3067
6189281|OFICINA ADMINISTRATIVA DE SOCIEDAD COOPERATIVA DE SALINEROS DE COLIMA|SOCIEDAD COOPERATIVA DE SALINEROS DE COLIMA, S.C.L.|212391|0 a 5 personas|SALINEROSDECOLIMA@HOTMAIL.COM|WWW.SALINEROSDECOLIMA.COM|jul-10|Fijo|3068
6189282|LOCAL DE LA SOCIEDAD COOPERATIVA DE SALINEROS DE COLIMA|SOCIEDAD COOPERATIVA DE SALINEROS DE COLIMA, S.C.L.|212391|0 a 5 personas|SALINEROSDECOLIMA@HOTMAIL.COM|WWW.SALINEROSDECOLIMA.COM|jul-10|Fijo|3069
6189283|BODEGA UNO|SOCIEDAD COOPERATIVA DE SALINEROS DE COLIMA, S.C.L.|212391|0 a 5 personas|SALINEROSDECOLIMA@HOTMAIL.COM|WWW.SALINEROSDECOLIMA.COM|jul-10|Fijo|3070
6189284|BODEGA DOS|SOCIEDAD COOPERATIVA DE SALINEROS DE COLIMA, S.C.L.|212391|0 a 5 personas|SALINEROSDECOLIMA@HOTMAIL.COM|WWW.SALINEROSDECOLIMA.COM|jul-10|Fijo|3071
6189285|BODEGA TRES|SOCIEDAD COOPERATIVA DE SALINEROS DE COLIMA, S.C.L.|212391|0 a 5 personas|SALINEROSDECOLIMA@HOTMAIL.COM|WWW.SALINEROSDECOLIMA.COM|jul-10|Fijo|3072
6189286|BODEGA CUATRO|SOCIEDAD COOPERATIVA DE SALINEROS DE COLIMA, S.C.L.|212391|0 a 5 personas|SALINEROSDECOLIMA@HOTMAIL.COM|WWW.SALINEROSDECOLIMA.COM|jul-10|Fijo|3073
6189287|MINAS DE BARITA, S.A. DE C.V.|MINAS DE BARITA, S.A. DE C.V.|212399|11 a 30 personas|FEIDELCASTRO@MINASCELESTITA.COM||dic-14|Fijo|3074
6189288|MINAS DE CELESTITA, S.A. DE C.V.|MINAS DE CELESTITA, S.A. DE C.V.|212399|11 a 30 personas|FEIDELCASTRO@MINASCELESTITA.COM||jul-10|Fijo|3075
6189289|ARENERA MEXICANA, S.A. DE C.V.|ARENERA MEXICANA, S.A. DE C.V.|212321|51 a 100 personas|DRIVERA@DIMX||dic-14|Fijo|3076
6189290|BARAMIN S.A. DE C.V.|BARAMIN, S.A. DE C.V.|212393|11 a 30 personas|||jul-10|Fijo|3077
6189291|MINERIA CIMARRON, S.A. DE C.V.|MINERIA CIMMARRON, S.A. DE C.V.|212222|11 a 30 personas|||dic-14|Fijo|3078
6189292|EXPLORACION MINERA|SOLTORO, S.A. DE C.V.|213119|11 a 30 personas|||dic-14|Fijo|3079
6189293|STUKO MINERALES S.A. DE C.V.|STUKO MINERALES, S.A. DE C.V.|212392|0 a 5 personas|||dic-14|Fijo|3080
6189294|CANTERAS OLYMPIA|OLYMPIA Y CANTERAS Y ARTESANIAS, S.A. DE C.V.|212319|11 a 30 personas|||jul-10|Fijo|3081
6189295|DESARROLLADORA MARGON S.A. DE C.V.|DESARROLLADORA MARGON, S.A. DE C.V.|212311|0 a 5 personas|||mar-11|Fijo|3082
6189296|CALFINA S.A. DE C.V.|CALFINA, S.A. DE C.V.|212311|6 a 10 personas|||dic-14|Fijo|3083
6189297|MINERALES Y MINAS MEXICANAS, S.A. DE C.V.|MINERALES Y MINAS MEXICANAS, S.A. DE C.V.|212221|31 a 50 personas|||mar-11|Fijo|3084
6189298|GAMBO MINERA INTERNACIONAL, S.A. DE C.V.|GAMBO MINERA INTERNACIONAL, S.A. DE C.V.|213119|0 a 5 personas|||jul-10|Fijo|3085
6189299|QUÍMICA ATSA COMERCIAL|QUÍMICA ATSA, S.A. DE C.V.|212311|31 a 50 personas|FERMIN.DAVALOS@GRUPO-ATSA.COM.MX||jul-10|Fijo|3086
6189300|PÉTREOS Y DERIVADOS DEL NAYAR|PÉTREOS Y DERIVADOS DEL NAYAR, S.A. DE C.V.|212321|11 a 30 personas|                                                                           ||dic-14|Fijo|3087
6189301|NAYARIT GOLD DE MEXICO, S.A. DE C.V.                                                                                                                  |NAYARIT GOLD DE MEXICO, S.A. DE C.V.                                                                                                                  |213119|0 a 5 personas|                                                                           ||jul-10|Fijo|3088
6189302|SILICAS POTOSI SA DE CV|SILICAS POTOSI SA DE CV|212324|11 a 30 personas|SILICASPOTOSI@HOTMAIL.COM|WWW.SILICASPOTOSI.COM.MX|mar-11|Fijo|3089
6189303|TRICESA|TRITURADOS CEDRAL SA DE CV|212321|6 a 10 personas|TRICESAS@HOTMAIL.COM||mar-11|Fijo|3090
6189304|CHARRE CO, S.A. DE C.V.|CHARRE CO, S.A. DE C.V.|212395|0 a 5 personas|CHARRECOSADECV@HOTMAIL.COM||dic-14|Fijo|3091
6189305|OFICINAS ADMINISTRATIVAS DE MINERA CATANAVA|MINERA CATANAVA, S.A. DE C.V.|212221|6 a 10 personas|MINERACATANAVA@HOTMAIL.COM||dic-14|Fijo|3092
6189306|OFICINAS ADMINISTRATIVAS DE CALCIO Y MARMOLINAS DEL XOCO, S.A. DE C.V.|CALCIO Y MARMOLINAS DEL XOCO, S.A. DE C.V.|212311|0 a 5 personas|||dic-14|Fijo|3093
6189307|OFICINA ADMINISTRATIVA DE MINERALES RÍO ROMA, S.A. DE C.V.|MINERALES RÍO ROMA, S.A. DE C.V.|212399|0 a 5 personas|||dic-14|Fijo|3094
6189308|MEXICHEM SERVICIOS FLOUR SA DE CV|MEXICHEM FLUOR SA DE CV|212395|11 a 30 personas|DTELLO@MEXICHEM.COM|WWW.MEXICHEM.COM|mar-11|Fijo|3095
6189309|TADOGO, S.A. DE C.V. OFICINA ADMINISTRATIVA|TADOGO, S.A. DE C.V.|212392|0 a 5 personas|||jul-10|Fijo|3096
6189310|COMPAÑÍA MINERA TTT, S.A. DE C.V.|COMPAÑÍA MINERA TTT, S.A. DE C.V.|212221|11 a 30 personas|COMITTT@HOTMAIL.COM||jul-10|Fijo|3097
6189311|ARENERA LA PALMA, S.A. DE C.V.|ARENERA LA PALMA, S.A. DE C.V.|212321|6 a 10 personas|APA_ARENERA@PRODIGY.NET||jul-10|Fijo|3098
6189312|TRITURADOS DE YESO SA DE CV|TRITURADOS DE YESO SA DE CV|212392|0 a 5 personas|TRIYESA.2@GMAIL.COM||jul-10|Fijo|3099
6189313|MINERA LA RUSIA, S.A. DE C.V.|MINERA LA RUSIA, S.A. DE C.V.|212231|0 a 5 personas|JJSANTOS_PEREZ@HOTMAIL.COM||dic-14|Fijo|3100
6189314|OFICINAS ADMINISTRATIVAS DE GRUPO MEXICO.|GRUPO MÉXICO|212231|0 a 5 personas|||jul-10|Fijo|3101
6189315|OFICINA ADMINISTRATIVA DE INDUSTRIAL MINERA MEXICO, S.A. DE C.V.||212232|0 a 5 personas|RAMIRO.FONSECA@GMEXICO.COM||jul-10|Fijo|3102
6189316|OFICINAS ADMINISTRATIVAS FIRST MAJESTIC DEL TORO|FIRST MAJESTIC DEL TORO, S.A. DE C.V.|212232|11 a 30 personas|||jul-10|Fijo|3103
6189317|OFICINAS ADMINISTRATIVAS GRUPO MUÑOZ|CONSTRUCTORA MINERO METALURGICO MUÑOZ, S.A. DE C.V.|212222|6 a 10 personas|CONTABILIDAD_CMMM@OUTLOOK.COM||dic-14|Fijo|3104
6189318|MATERIALES SABAG HERMANOS S.A. DE C.V.|MATERIALES SABAG HERMANOS, S.A. DE C.V.|212321|0 a 5 personas|ABRAHAM_SABAG68@HOTMAIL.COM||jul-10|Fijo|3105
6189319|MINERIA EN GENERAL EXPLOTACION Y BENEFICIO DE MINERALES||212222|0 a 5 personas|TRANSPORTE_ENRIQUESANTOS@HOTMAIL.COM||mar-11|Fijo|3106
6227982|COMPAÑIA MINERA AUTLAN SA DE CV|COMPAÑIA MINERA AUTLAN SAB DE CV|212291|251 y más personas|||jul-10|Fijo|3107
6227984|COMPAÑIA MINERA AUTLAN SA DE CV UNIDAD NONOALCO|COMPAÑIA MINERA AUTLAN SAB DE CV|212291|101 a 250 personas|||jul-10|Fijo|3108
6228525|BARAMIN, S.A. DE C.V.|BARAMIN, S.A. DE C.V.|212393|0 a 5 personas|ANGELICA.ANDAVERDE@BARAMIN.COM.MX||jul-10|Fijo|3109
6228531|MINA LA HUICHE|BARAMIN, S.A. DE C.V.|212393|0 a 5 personas|||jul-10|Fijo|3110
6230229|PROTEXA, S.A. DE C.V.|PROTEXA, S.A. DE C.V.|213111|0 a 5 personas||WWW.PROTEXA.COM.MX|jul-10|Fijo|3111
6231004|CENTRO MULTIPLE DEPORTIVO|EXPORTADORA DE SAL SA DE CV|212391|0 a 5 personas||WWW.ESSA.MX|jul-10|Fijo|3112
6238847|PROCON PLANTA AGREGADOS|PRODUCTOS DE CONCRETO PENINSULARES, S.A. DE C.V.|212321|0 a 5 personas|GPECH@PROCON.COM.MX|WWWPROCON.COM.MX|jul-10|Fijo|3113
6256223|YESO SAYRO SA DE CV|YESO SAYRO SA DE CV|212392|51 a 100 personas|||jul-10|Fijo|3114
6275485|MEXICANA DE COBRE SA DE CV|MEXICANA DE COBRE SA DE CV|212231|0 a 5 personas|||jul-10|Fijo|3115
6275522|OFICINA DE SERVICIOS|MEXICANA DE COBRE SA DE CV|212231|0 a 5 personas|||dic-14|Fijo|3116
6275895|PLANTA DE CAL|MEXICANA DE COBRE SA DE CV|212311|11 a 30 personas||WWW.GUPOMEXICO.COM.MX|jul-10|Fijo|3117
6280471|MITZA|PRODUCTOS MITZA SA DE CV|212311|31 a 50 personas|||dic-14|Fijo|3118
6285373|EXPORTADORA DE SAL|EXPORTADORA DE SAL SA DE CV|212391|0 a 5 personas||WWW.ESSA.MX|jul-10|Fijo|3119
6285374|PARQUE RECREATIVO EL MORRO|EXPORTADORA DE SAL SA DE CV|212391|0 a 5 personas||WWW.ESSA.MX|jul-10|Fijo|3120
6285375|CAMPO DE BASEBALL|EXPORTADORA DE SAL SA DE CV|212391|0 a 5 personas||WWW.ESSA.MX|jul-10|Fijo|3121
6285376|COMEDOR DE EXPORTADORA DE SAL ISLA DE CEDROS|EXPORTADORA DE SAL SA DE CV|212391|0 a 5 personas||WWW.ESSA.MX|jul-10|Fijo|3122
6285377|CIUDAD DEPORTIVA DE FUTBOL Y BASEBALL|EXPORTADORA DE SAL SA DE CV|212391|0 a 5 personas||WWW.ESSA.MX|jul-10|Fijo|3123
6289638|EXPORTADORA DE SAL SA DE CV|EXPORTADORA DE SAL SA DE CV|212391|251 y más personas|JOSEIBARRA@ESSA.COM.MX|WWW.ESSA.COM.MX|jul-10|Fijo|3124
6290387|ENSCO|ENSCO DRILLING MÉXICO LLC|213111|11 a 30 personas|EMARTINEZ@ENSCOPLC.COM|WWW.ENSCOPLC.COM|jul-10|Fijo|3125
6291044|TRITURADORA CASTAMAY|BLOQUES Y CELOSIAS MODERNAS SA DE CV|212321|11 a 30 personas|||jul-10|Fijo|3126
6292200|INTERNACIONAL DE CERÁMICA SAB DE CV|INTERNACIONAL DE CERAMICA SAB DE CV|212329|51 a 100 personas|||jul-10|Fijo|3127
6293664|UNIDAD SANTA BARBARA|INDUSTRIAL MINERA MEXICO SA DE CV|212232|251 y más personas|||jul-10|Fijo|3128
6294821|TALLER CENTRAL|INDUSTRIAL MINERA MEXICO SA DE CV|212232|51 a 100 personas|MARIO.GAONA@MM.GMEXICO.COM||jul-10|Fijo|3129
6299429|MINA DOLOMITA|MAGNELEC SA DE CV|212311|11 a 30 personas|RUBEN_ESQUIVEL@PENOLES.COM.MX||jul-10|Fijo|3130
6299993|ALTOS HORNOS DE MEXICO, S.A.B. DE C.V.|ALTOS HORNOS DE MEXICO, S.A.B. DE C.V.|212210|251 y más personas|DSANCHESCAMPOS@GAN.COM.MX|WWW.AHMSA.COM|jun-12|Fijo|3131
6301830|PLANTA LAVADORA|MATERIALES INDUSTRIALIZADOS SA DE CV|212110|51 a 100 personas|MATERIALESINDU@PRODIGY.NET.MX|GMINSA.COM|jul-10|Fijo|3132
6301831|UNIDAD HORNOS DE COQUE|MATERIALES INDUSTRIALIZADOS SA DE CV|212110|31 a 50 personas|MATERIALESINDU@PRODIGY.NET.MX|GMINSA.COM|jul-10|Fijo|3133
6301832|TAJO EL TESORO|MATERIALES INDUSTRIALIZADOS, S.A. DE C.V.|212110|0 a 5 personas|||jul-10|Fijo|3134
6301886|YESERA MONTERREY SA|YESERA MONTERREY SA|212392|0 a 5 personas|||jul-10|Fijo|3135
6302515|MINSA|MATERIALES INDUSTRIALIZADOS SA DE CV|212110|251 y más personas|MATERIALESINDU@PRODIGY.NET.COM|GMINSA.COM|dic-14|Fijo|3136
6310792|SANTA EULALIA|INDUSTRIAL MINERA MEXICO SA DE CV|212232|251 y más personas||WWW.GMEXICO.COM|jul-10|Fijo|3137
6326291|MARDUSA|MARMOLES REGIONALES DE DURANGO, S.A. DE C.V.|212312|31 a 50 personas|MARDUSA@PRODIGY.NET.MX||jul-10|Fijo|3138
6326826|CEMIX SA DE CV|CEMIX SA DE CV|212392|0 a 5 personas|||jul-10|Fijo|3139
6326827|TERMOLITA SAPI DE CV|TERMOLITA SAPI DE CV|212399|6 a 10 personas|||jul-10|Fijo|3140
6329030|UNIDAD TAXCO|INDUSTRIAL MINERA MEXICO, S.A. DE C.V.|212232|0 a 5 personas|ALEJANDRO.PALACIOS@MM.GMEXICO.COM|WWW.GMEXICO.COM|mar-11|Fijo|3141
6360105|PROYECTO EXPLORACION ANGANGUEO|INDUSTRIAL MINERA MEXICO SA DE CV|213119|101 a 250 personas||WWW.GMEXICO.COM|jul-10|Fijo|3142
6370556|YESERA MONTERREY SA|YESERA MONTERREY SA|212392|31 a 50 personas|||jul-10|Fijo|3143
6370557|INCASA|INDUSTRIALIZADORA DE CALIZA SA DE CV|212311|11 a 30 personas|MCASTILLO@INCASA.COM.MX|HTTP://INCASA.COM.MX/|dic-14|Fijo|3144
6370558|INCASA|INDUSTRIALIZADORA DE CALIZA SA DE CV|212311|31 a 50 personas|MCASTILLO@INCASA.COM.MX|HTTP://INCASA.COM.MX/|jul-10|Fijo|3145
6379588|ACCIMIN, S.A. DE C.V.|ACCIMIN, S.A. DE C.V.|212399|11 a 30 personas|||jul-10|Fijo|3146
6379589|INDUSTRIAL HERSAN SA DE CV|INDUSTRIAL HERSAN SA DE CV|212311|0 a 5 personas|JLSN_01@HOTMAIL.COM||jul-10|Fijo|3147
6393943|UNIDAD CHARCAS|INDUSTRIAL MINERA MEXICO SA DE CV|212232|251 y más personas|RAMON.RODRIGUEZ@MM.GMEXICO.COM|WWW.GMEXICO.COM|jul-10|Fijo|3148
6393944|INDUSTRIALIZADORA DE CALIZA SA DE CV|INDUSTRIALIZADORA DE CALIZA SA DE CV|212311|11 a 30 personas||WWW.GRUPOTROY.COM.MX|jul-10|Fijo|3149
6393945|INDUSTRIALIZADORA DE CALIZA SA DE CV|INDUSTRIALIZADORA DE CALIZA SA DE CV|212311|11 a 30 personas|AARAUJO@INCASA.COM.MX|WWW.INCASA.COM.MX|dic-14|Fijo|3150
6394212|EXPLORACIONES ESTACION SANTIAGO|INDUSTRIAL MINERA MEXICO SA DE CV|212232|31 a 50 personas|JOSE.POPOCATL@MM.GMEXICO.COM|WWW.GMEXICO.COM|jul-10|Fijo|3151
6397822|ALMADA URREA SA DE CV|ALMADA URREA SA DE CV|212321|101 a 250 personas|||jul-10|Fijo|3152
6403753|NOV DH DE MÉXICO|NOV DH DE MEXICO, S. DE R.L. DE C.V.|213111|6 a 10 personas|CESAR.FLORES@NOV.COM||jul-10|Fijo|3153
6415303|MAPSA|MATERIALES ANILLO PERIFERICO SA DE CV|212321|101 a 250 personas|FACTURAS@MAPSAYUC.COM.MX||jul-10|Fijo|3154
6417577|UNIDAD SAN MARTIN|INDUSTRIAL MINERA MEXICO, S.A. DE C.V.|212231|0 a 5 personas||WWW.GMEXICO.COM|mar-11|Fijo|3155
6420584|UNIDAD SOCIOECONOMICA EJIDAL TILZACAL|UNIDAD SOCIOECONOMICA EJIDAL TILZACAL|212311|0 a 5 personas|||jul-10|Fijo|3156
6423473|PETREOS DEL PACIFICO, S.A. DE C.V.|PETREOS DEL PACIFICO, S.A. DE C.V.|212321|0 a 5 personas|||jul-10|Fijo|3157
6424874|HALLIBURTON|HALLIBURTON|213111|0 a 5 personas|||jul-10|Fijo|3158
6424888|PERFORADORA OIMEXICO|PERFORADORA OIMEXICO|213111|0 a 5 personas|||mar-11|Fijo|3159
6424891|HALLIBURTON|HALLIBURTON|213111|0 a 5 personas|||jul-10|Fijo|3160
6427727|ENERGIA MINERAL|ENERGIA MINERAL|212110|0 a 5 personas|||jul-10|Fijo|3161
6428422|PERFORACIONES MINERAS, S.A. DE C.V.|PERFORACIONES MINERAS, S.A. DE C.V.|213119|0 a 5 personas|||jul-10|Fijo|3162
6428486|MINERA MINEOLA, S.A. DE C.V.|MINERA MINEOLA, S.A. DE C.V.|213119|0 a 5 personas|||jul-10|Fijo|3163
6431123|SERVICIOS PARTES Y MATERIALES PARA MINERÍA|SERVICIOS PARTES Y MATERIALES PARA MINERIA|213119|0 a 5 personas|||jul-10|Fijo|3164
6445495|BODEGA STIVA|PROCESOS INDUSTRIALES DE MINERALES|212311|0 a 5 personas|||dic-14|Fijo|3165
6445501|CANTEROS AGREGADOS MONTERREY, S.A. DE C.V.|CANTEROS AGREGADOS MONTERREY, S.A. DE C.V.|212319|0 a 5 personas|||dic-14|Fijo|3166
6451260|QUÍMICA ATSA, S.A. DE C.V.|QUÍMICA ATSA, S.A. DE C.V.|212311|0 a 5 personas|||dic-14|Fijo|3167
6454462|ARCELOR MITTAL|ARCELOR MITTAL, S.A. DE C.V.|212210|31 a 50 personas|||jul-10|Fijo|3168
6454731|MINERA CONDOR|MINERA CONDOR|213119|0 a 5 personas|||jul-10|Fijo|3169
6455236|NABORS PERFORACIONES DE MÉXICO|NABORS PERFORACIONES DE MÉXICO, S.A. DE C.V.|213111|0 a 5 personas|||dic-14|Fijo|3170
6455465|HUASTECA OIL ENERGY|HUASTECA OIL ENERGY, S.A. DE C.V.|213111|0 a 5 personas|||jul-10|Fijo|3171
6457638|SEPEC|SEPEC|213111|0 a 5 personas|||dic-14|Fijo|3172
6461076|TAM INTERNATIONAL|TAM INTERNATIONAL, S.A. DE C.V.|213111|0 a 5 personas|||dic-14|Fijo|3173
6461196|SERVICIOS TECNICOS PETROLEROS NACIONALES S A||213119|0 a 5 personas|||dic-14|Fijo|3174
6461329|INSPECCION TUBULAR REGIÓN NORTE|INSPECCION TUBULAR REGIÓN NORTE PEMEX|213111|0 a 5 personas|||jul-13|Fijo|3175
6466869|VIGAS SANTA ROSA|TRITURADOS SANTA ROSA, S.A. DE C.V.|212321|0 a 5 personas|||jul-10|Fijo|3176
6508612|TRITURADORA ALFA Y OMEGA||212321|6 a 10 personas|||dic-14|Fijo|3177
6508644|ENERGIA MINERAL, S.A. DE C.V.|ENERGIA MINERAL, S.A. DE C.V.|212110|0 a 5 personas|||dic-14|Fijo|3178
6508646|OFICINA MINERA CARBONIFERA EL JUNCO, S.A. DE C.V.||212110|0 a 5 personas|||jul-10|Fijo|3179
6508786|MATERIALES PÉTREOS LA RESOLANA||212321|6 a 10 personas|||dic-14|Fijo|3180
6508787|BODEGA DE SAL SIN NOMBRE|COMERCIALIZADORA AL GRANO|212391|0 a 5 personas|||dic-14|Fijo|3181
6508788|COMPAÑIA MINERA MÉXICO SUIZA|COMPAÑIA MINERA MEXICO SUIZA, S.A. DE C.V.|212321|11 a 30 personas|||dic-14|Fijo|3182
6508796|CONSTRUCTORA VILLA DE COLIMA|CONSTRUCTORA VILLA DE COLIMA, S.A. DE C.V.|212321|0 a 5 personas|||dic-14|Fijo|3183
6508859|TRITURADOS DE COLIMA|TRITURADOS DE COLIMA, S.A. DE C.V.|212321|11 a 30 personas|triturados.colima@hotmail.com||dic-14|Fijo|3184
6508860|AGREGADOS Y SERVICIOS, S.A. DE C.V.||212321|6 a 10 personas|||dic-14|Fijo|3185
6508861|MATERIALES PÉTREOS LA RESOLANA||212321|0 a 5 personas|||dic-14|Fijo|3186
6508865|CONSTRUCCIONES Y TRITURACIONES SAN JOSE DE LUMBER, S.A. DE C.V.|CONSTRUCCIONES Y TRITURACIONES SAN JOSE DE LUMBER, S.A. DE C.V.|212321|11 a 30 personas|||dic-14|Fijo|3187
6508866|PATIO DE ALMACENAMIENTO DE MATERIALES APASCO, S.A. DE C.V.|PATIO DE ALMACENAMIENTO DE MATERIALES APASCO, S.A. DE C.V.|212321|6 a 10 personas|||dic-14|Fijo|3188
6508868|MATERIALES PETREOS LA CAÑADA, S.A. DE C.V.|MATERIALES PETREOS LA CAÑADA, S.A. DE C.V.|212321|6 a 10 personas|kenaalvarez@hotmail.com||dic-14|Fijo|3189
6509244|MINERÍA DE COBRE||212231|11 a 30 personas|||dic-14|Fijo|3190
6509245|EXTRACCION DE MATERIALES GRUPO CEMENTO, S.A.B. DE C.V.|GCC CONCRETO, S.A. DE C.V.|212311|31 a 50 personas|||dic-14|Fijo|3191
6509268|O.R.A. CD. CARMEN, CAMP.|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|6 a 10 personas|||dic-14|Fijo|3192
6509269|ENLACE REGIONAL DE APOYO ADMINISTRATIVO CD. DEL CARMEN|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|6 a 10 personas|||dic-14|Fijo|3193
6509270|O.R.A. CD. JUÁREZ, CHIH.|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|0 a 5 personas|||jul-10|Fijo|3194
6509274|ENLACE REGIONAL DE APOYO ADMINISTRATIVO SALAMANCA|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|0 a 5 personas|||dic-14|Fijo|3195
6509285|ENLACE REGIONAL DE APOYO ADMINISTRATIVO MONTERREY|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|0 a 5 personas|||dic-14|Fijo|3196
6509286|O.R.A. SALINA CRUZ, OAX.|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|0 a 5 personas|||dic-14|Fijo|3197
6509288|ENLACE REGIONAL DE APOYO ADMINISTRATIVO VILLAHERMOSA|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|11 a 30 personas|||dic-14|Fijo|3198
6509290|O.R.A. NVO. LAREDO, TAMPS.|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|11 a 30 personas|||dic-14|Fijo|3199
6509291|O.R.A. REYNOSA, TAMPS.|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|11 a 30 personas|||dic-14|Fijo|3200
6509292|O.R.A. TAMPICO, TAMPS.|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|0 a 5 personas|||dic-14|Fijo|3201
6509293|ENLACE REGIONAL DE APOYO ADMINISTRATIVO TAMPICO|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|11 a 30 personas|||dic-14|Fijo|3202
6509294|O.R.A. COATZACOALCOS, VER.|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|6 a 10 personas|||mar-11|Fijo|3203
6509295|O.R.A. TUXPAN, VER.|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|0 a 5 personas|||dic-14|Fijo|3204
6509296|ENLACE REGIONAL DE APOYO ADMINISTRATIVO COATZACOALCOS|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|11 a 30 personas|||jul-10|Fijo|3205
6509297|ENLACE REGIONAL DE APOYO ADMINISTRATIVO POZA RICA|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|6 a 10 personas|||dic-14|Fijo|3206
6509300|ENLACE REGIONAL DE APOYO ADMINISTRATIVO GUADALAJARA|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|6 a 10 personas|||dic-14|Fijo|3207
6509453|ACTIVO DE EXPLOR. PLAT.CONT. SUR CD.CARMEN, CAMP.|PEMEX EXPLORACIÓN Y PRODUCCIÓN|211110|51 a 100 personas|||dic-14|Fijo|3208
